City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kharp,66.8014,65.8081,6.14,99,100,1.56,RU,1696184180
365,pariyapuram,10.9561,76.1916,23.16,98,99,0.16,IN,1696184180
366,kongolo,-5.3833,27.0,25.12,71,56,0.84,CD,1696184181
367,revda,56.801,59.9303,7.95,83,45,2.56,RU,1696184181
368,cidreira,-30.1811,-50.2056,16.72,56,49,5.5,BR,1696184181
369,alora,36.8236,-4.7058,23.05,41,3,2.24,ES,1696184181
370,wingham,43.8879,-81.3114,21.82,39,36,1.84,CA,1696184181
371,geraldton,-28.7667,114.6,17.23,88,40,5.66,AU,1696183915
372,cabedelo,-6.9811,-34.8339,29.37,61,27,5.31,BR,1696184181
373,kaa-khem,51.6833,94.7333,5.78,72,96,1.75,RU,1696184181
374,nemuro,43.3236,145.575,15.38,83,71,2.82,JP,1696184061
375,bonthe,7.5264,-12.505,27.67,80,100,3.25,SL,1696184182
376,mumbwa,-14.9783,27.0619,28.18,29,81,2.66,ZM,1696184182
377,bardai,11.65,7.2333,23.92,81,88,3.19,NG,1696184182
378,conceicao da barra,-18.5933,-39.7322,26.27,62,48,5.17,BR,1696184182
379,san sebastian de la gomera,28.0916,-17.1133,29.2,65,0,1.03,ES,1696184182
380,happy valley-goose bay,53.3168,-60.3315,14.17,47,75,10.29,CA,1696184110
381,saint-andre-les-vergers,48.2853,4.0521,19.02,72,0,0.51,FR,1696184182
382,lazaro cardenas,17.9583,-102.2,31.45,67,70,2.87,MX,1696184183
383,luderitz,-26.6481,15.1594,17.13,70,0,4.57,NA,1696184183
384,afaahiti,-17.75,-149.2833,25.93,86,39,8.43,PF,1696184183
385,isangel,-19.55,169.2667,19.06,82,87,1.54,VU,1696184183
386,inari,68.906,27.0288,7.11,82,74,1.76,FI,1696184183
387,caibarien,22.5206,-79.4669,32.62,72,84,4.44,CU,1696184183
388,rongelap,11.1635,166.8941,28.04,79,100,6.03,MH,1696184183
389,arar,30.9753,41.0381,29.01,18,0,3.6,SA,1696184184
390,argo,37.6333,22.7333,22.51,50,43,1.68,GR,1696184184
391,yugorsk,61.3133,63.3319,9.94,78,75,4.55,RU,1696184184
392,selfoss,63.9331,-20.9971,8.91,70,100,4.07,IS,1696184184
393,castlegar,49.2998,-117.6689,16.1,51,62,1.52,CA,1696184184
394,monchegorsk,67.9397,32.8739,4.87,83,99,4.35,RU,1696184184
395,northam,51.0333,-4.2167,17.44,98,100,2.85,GB,1696184185
396,nago,26.5881,127.9761,27.47,81,50,5.71,JP,1696183943
397,boca do acre,-8.7522,-67.3978,36.97,36,99,1.59,BR,1696184185
398,zhaozhou,45.6833,125.3167,9.54,56,13,2.98,CN,1696184185
399,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,6.17,EC,1696183943
400,miguel ahumada,30.6167,-106.5167,29.58,27,0,3.41,MX,1696184185
401,maintirano,-18.0667,44.0167,26.13,75,4,4.03,MG,1696184185
402,babu,24.4167,111.5167,24.68,91,31,1.28,CN,1696184185
403,altay,47.8667,88.1167,7.94,59,30,2.68,CN,1696184186
404,beau vallon,-20.4189,57.6953,24.13,83,75,4.12,MU,1696184186
405,san luis de la loma,17.2706,-100.8939,30.95,72,31,2.93,MX,1696184186
406,al ghayzah,16.2079,52.176,27.2,80,63,2.09,YE,1696184186
407,hasaki,35.7333,140.8333,22.38,67,100,9.22,JP,1696184186
408,kachug,53.9606,105.8817,3.36,78,100,1.79,RU,1696184186
409,labytnangi,66.6572,66.4183,7.81,98,100,2.54,RU,1696184187
410,christchurch,-43.5333,172.6333,17.11,54,98,6.17,NZ,1696184037
411,caleta de carquin,-11.0925,-77.6267,21.55,73,62,5.19,PE,1696184187
412,hammerfest,70.6634,23.6821,3.25,65,40,5.14,NO,1696184187
413,ivanec,46.2231,16.12,18.86,79,17,1.06,HR,1696184187
414,kourou,5.1552,-52.6478,33.03,59,98,6.05,GF,1696184187
415,gorontalo,0.5412,123.0595,22.28,88,34,1.29,ID,1696184187
416,motygino,58.1831,94.7592,0.44,72,100,2.68,RU,1696184187
417,mejit,10.2753,170.8646,27.53,79,100,5.3,MH,1696184188
418,fort st. john,56.2499,-120.8529,11.94,50,75,5.14,CA,1696184108
419,las tablas,7.7667,-80.2833,28.88,75,100,1.98,PA,1696184188
420,wynyard,-41.0,145.7167,6.66,82,20,2.08,AU,1696184188
421,liwale,-9.7667,37.9333,24.56,48,3,3.71,TZ,1696184188
422,serdar,38.9764,56.2757,19.61,22,5,3.28,TM,1696184188
423,katabu,-4.9333,122.5167,22.7,97,5,1.59,ID,1696184188
424,chegdomyn,51.1167,133.0167,5.74,94,100,1.34,RU,1696184189
425,polovinnoye,54.7914,65.9864,10.19,70,9,2.18,RU,1696184189
426,kyzyl-kyya,40.2568,72.1279,14.4,36,52,1.15,KG,1696184189
427,ugoofaaru,5.6667,73.0,27.31,79,97,4.58,MV,1696184189
428,mukalla,14.5425,49.1242,28.36,70,0,1.27,YE,1696184189
429,miles city,46.4083,-105.8406,12.54,82,100,5.66,US,1696184189
430,laguna,38.421,-121.4238,22.38,66,0,4.12,US,1696184189
431,villa ojo de agua,-29.5,-63.6938,25.75,23,0,6.42,AR,1696184189
432,brandfort,-28.7001,26.4597,13.67,17,0,3.64,ZA,1696184190
433,sola,-13.8833,167.55,24.37,88,100,6.17,VU,1696184190
434,irbit,57.6705,63.071,9.1,81,7,3.73,RU,1696184190
435,fukuecho,32.6881,128.8419,22.84,57,71,9.45,JP,1696184190
436,port isabel,26.0734,-97.2086,34.04,70,20,4.12,US,1696184190
437,benguela,-12.5763,13.4055,22.45,82,58,1.41,AO,1696184190
438,tofol,5.3248,163.0078,28.36,74,24,3.4,FM,1696184190
439,noumea,-22.2763,166.4572,17.99,68,80,5.24,NC,1696184114
440,phan rang-thap cham,11.5667,108.9833,25.31,91,92,1.1,VN,1696184191
441,sisimiut,66.9395,-53.6735,2.46,65,98,0.89,GL,1696184191
442,sahar,24.3643,56.7468,31.01,74,0,1.03,OM,1696184191
443,lebu,-37.6167,-73.65,12.85,67,100,3.95,CL,1696184191
444,khandyga,62.6667,135.6,3.25,76,99,0.67,RU,1696184191
445,slave lake,55.2834,-114.769,10.99,58,0,4.12,CA,1696184192
446,saham,24.1722,56.8886,31.01,64,0,0.68,OM,1696184192
447,alice springs,-23.7,133.8833,28.75,17,80,4.12,AU,1696184192
448,cedeira,43.6797,-8.0209,21.14,76,68,3.83,ES,1696184192
449,kununurra,-15.7667,128.7333,23.99,78,25,3.09,AU,1696184192
450,thinadhoo,0.5333,72.9333,27.83,78,96,5.89,MV,1696184192
451,mar del plata,-38.0023,-57.5575,13.07,81,20,5.14,AR,1696184162
452,susangerd,31.5608,48.1831,31.73,19,0,4.07,IR,1696184193
453,kolokani,13.5728,-8.0339,32.37,41,78,1.87,ML,1696184193
454,kropyvnytskyi,48.5132,32.2597,16.99,61,95,5.7,UA,1696184193
455,hood river,45.7054,-121.5215,19.84,69,44,0.89,US,1696184193
456,danao,10.5208,124.0272,27.03,83,97,3.02,PH,1696184193
457,ondangwa,-17.9167,15.95,29.64,8,0,5.56,NA,1696184193
458,saint-paul,-21.0096,55.2707,24.05,90,15,0.75,RE,1696184194
459,vilhena,-12.7406,-60.1458,25.12,88,40,3.6,BR,1696184194
460,taltal,-25.4,-70.4833,18.21,68,26,3.32,CL,1696184194
461,masterton,-40.9597,175.6575,12.16,80,60,5.91,NZ,1696184194
462,maun,-19.9833,23.4167,28.83,15,3,3.6,BW,1696184194
463,aitape,-3.1374,142.3475,25.28,91,31,1.36,PG,1696184194
464,mithi,24.7318,69.7981,29.63,43,56,4.76,PK,1696184194
465,magadan,59.5667,150.8,2.68,85,100,0.89,RU,1696184195
466,kanata,45.3159,-75.8985,26.1,60,75,2.57,CA,1696184195
467,el fasher,13.6279,25.3494,33.04,28,95,6.32,SD,1696184195
468,la ronge,55.1001,-105.2842,7.14,81,100,3.6,CA,1696184195
469,lorengau,-2.0226,147.2712,26.39,83,20,1.91,PG,1696184195
470,ciudad valles,21.9833,-99.0167,35.15,39,1,1.94,MX,1696184173
471,greenville,35.6127,-77.3663,26.18,64,75,4.12,US,1696184073
472,la peca,-5.6111,-78.435,31.98,42,59,1.19,PE,1696184048
473,greymouth,-42.4667,171.2,12.53,95,100,9.1,NZ,1696184196
474,zag,46.9441,99.165,2.47,85,91,2.29,MN,1696184196
475,monroeville,40.4212,-79.7881,26.46,52,0,2.57,US,1696183933
476,guerrero negro,27.9769,-114.0611,23.15,57,2,6.19,MX,1696184196
477,necochea,-38.5473,-58.7368,16.01,62,24,2.28,AR,1696184196
478,sandnessjoen,66.0217,12.6316,7.29,93,75,3.6,NO,1696184126
479,ilhabela,-23.7781,-45.3581,21.61,96,99,3.59,BR,1696184196
480,bataipora,-22.2953,-53.2711,33.48,38,35,3.52,BR,1696184196
481,brasileia,-11.0161,-68.7481,30.04,63,90,0.85,BR,1696184197
482,ambon,-3.6954,128.1814,27.15,95,40,3.09,ID,1696184197
483,russkaya polyana,49.417,31.9201,14.39,64,89,3.3,UA,1696184197
484,santana,-0.0583,-51.1817,34.1,55,20,4.12,BR,1696184198
485,uzgen,40.7699,73.3007,11.16,33,29,2.13,KG,1696184198
486,berezovyy,51.6667,135.7,7.3,97,100,2.17,RU,1696183941
487,grand falls-windsor,48.9332,-55.6649,20.84,54,50,1.34,CA,1696184198
488,bacalar,18.6667,-88.3833,31.06,74,40,3.6,MX,1696184198
489,pratapgarh,24.0333,74.7833,24.36,52,6,0.62,IN,1696184198
490,salug,8.1147,122.7833,25.99,89,100,3.57,PH,1696184199
491,arendal,58.4615,8.7725,12.89,89,82,2.62,NO,1696184199
492,daru,-9.0763,143.2092,24.83,89,100,6.7,PG,1696184199
493,zhanibek,49.4167,46.85,16.48,43,99,3.05,KZ,1696184199
494,sokoni,-6.4333,39.55,25.24,81,1,6.65,TZ,1696184199
495,kamba,11.8486,3.6576,29.96,61,77,4.36,NG,1696184199
496,olinda,-8.0089,-34.8553,27.85,61,20,6.17,BR,1696184199
497,pinheiro,-2.5214,-45.0825,34.19,42,85,2.91,BR,1696184200
498,den burg,53.0542,4.7972,19.44,89,100,5.14,NL,1696184200
499,dunedin,-45.8742,170.5036,13.62,66,93,5.07,NZ,1696184200
500,oranjemund,-28.55,16.4333,16.4,69,0,3.08,NA,1696184200
501,aketi,2.7388,23.7833,25.99,75,88,0.92,CD,1696184200
502,narvik,68.4384,17.4272,7.43,87,95,1.95,NO,1696184200
503,molde,62.7375,7.1591,12.62,82,75,4.12,NO,1696184075
504,krasnovishersk,60.4078,57.082,11.41,76,100,4.66,RU,1696184201
505,portland,45.5234,-122.6762,17.1,72,20,1.34,US,1696184201
506,ilebo,-4.3167,20.5833,22.9,94,90,0.62,CD,1696184201
507,kudymkar,59.0173,54.656,12.17,71,67,5.61,RU,1696184201
508,belyy yar,53.6039,91.3903,3.94,87,40,0.0,RU,1696184201
509,hit,33.6416,42.8251,28.74,29,74,2.67,IQ,1696184201
510,smithers,54.7804,-127.1743,7.18,93,100,1.03,CA,1696184201
511,cam pha mines,21.0167,107.3,24.95,86,32,1.16,VN,1696184201
512,great falls,47.5002,-111.3008,8.25,93,100,3.6,US,1696184202
513,anar darah,32.7587,61.654,19.94,14,1,2.77,AF,1696184202
514,ad dawadimi,24.5077,44.3924,29.64,15,0,4.44,SA,1696184202
515,kapa'a,22.0752,-159.319,27.18,81,100,5.14,US,1696184202
516,pahrump,36.2083,-115.9839,19.03,42,0,3.13,US,1696184202
517,inarajan village,13.2736,144.7484,27.54,95,1,4.34,GU,1696184202
518,dhuusamarreeb,5.535,46.3861,29.35,56,80,8.61,SO,1696184202
519,savanna-la-mar,18.219,-78.1332,31.97,59,23,2.27,JM,1696184182
520,resen,41.0889,21.0122,14.8,54,43,2.76,MK,1696184203
521,yanykurgan,43.915,67.2481,15.63,56,36,3.77,KZ,1696184203
522,antsiranana,-12.2787,49.2917,23.25,88,72,5.08,MG,1696184203
523,tralee,52.2704,-9.7026,12.51,88,66,2.63,IE,1696184203
524,lerwick,60.1545,-1.1494,12.0,90,50,5.02,GB,1696184203
525,sault ste. marie,46.5168,-84.3333,20.16,90,100,2.57,CA,1696184148
526,katsuura,35.1333,140.3,23.22,74,92,8.94,JP,1696184204
527,donetsk,48.0,37.8,19.58,31,96,1.51,UA,1696184204
528,el granada,37.5027,-122.4694,22.17,70,75,2.68,US,1696184204
529,najaf,31.9985,44.3398,29.88,28,35,2.06,IQ,1696184204
530,afua,-0.1567,-50.3867,34.91,45,100,3.86,BR,1696184204
531,polyarnyy,69.1989,33.4478,6.32,80,98,4.99,RU,1696184204
532,siem reap,13.5,104.0,26.86,95,85,3.16,KH,1696184204
533,banmankhi,25.8833,87.1833,26.58,91,100,2.39,IN,1696184205
534,lan sak,15.4529,99.5761,24.52,88,98,1.23,TH,1696184205
535,rugaji,57.0,27.1333,10.63,88,45,3.79,LV,1696184205
536,allapalli,19.4167,80.0667,24.44,98,100,1.48,IN,1696184205
537,socorro,31.6546,-106.3033,29.92,37,40,4.12,US,1696184169
538,cestos city,5.46,-9.5828,26.24,85,71,2.94,LR,1696184205
539,betioky,-23.7167,44.3833,22.7,69,22,2.98,MG,1696184205
540,kertih,4.5141,103.4483,25.01,94,81,0.0,MY,1696184206
541,benjamin hill,30.1667,-111.1,28.6,27,0,8.75,MX,1696184206
542,barisal,22.7019,90.3711,26.18,94,98,2.38,BD,1696184206
543,newman,37.3138,-121.0208,20.02,63,46,1.79,US,1696184206
544,kupiskis,55.8333,24.9667,11.68,79,93,3.82,LT,1696184206
545,motueka,-41.1333,173.0167,10.05,95,89,0.9,NZ,1696184206
546,comodoro rivadavia,-45.8667,-67.5,17.92,29,0,6.17,AR,1696184206
547,lucas,41.6501,-83.6666,26.39,63,0,2.57,US,1696184207
548,zelenodolsk,55.8438,48.5178,13.64,52,26,3.33,RU,1696184207
549,qinggang,46.6833,126.0833,8.88,63,52,2.38,CN,1696184207
550,valognes,49.5088,-1.4705,17.66,94,0,3.09,FR,1696184207
551,opuwo,-18.0607,13.84,26.91,13,0,3.43,NA,1696184207
552,alaghsas,17.0187,8.0168,30.94,40,3,8.75,NE,1696184207
553,anshun,26.25,105.9333,18.52,96,20,3.27,CN,1696183978
554,khorixas,-20.3667,14.9667,26.5,15,0,6.31,NA,1696184207
555,saint-joseph,-21.3667,55.6167,22.21,73,8,2.37,RE,1696184208
556,kodinsk,58.6881,99.1844,-1.42,78,65,3.2,RU,1696184208
557,changling,44.2653,124.0005,9.98,46,56,3.72,CN,1696184208
558,ndele,8.4109,20.6473,24.2,89,75,0.81,CF,1696184208
559,sao sepe,-30.1606,-53.5653,19.95,49,0,2.04,BR,1696184208
560,tura,25.5198,90.2201,23.53,97,85,1.83,IN,1696184208
561,konarka,19.9,86.1167,28.22,81,100,7.46,IN,1696184208
562,balabac,7.9868,117.0645,27.22,84,100,8.73,PH,1696184209
563,chos malal,-37.3781,-70.2709,22.44,19,83,2.69,AR,1696184209
564,strathmore,51.0501,-113.3852,9.08,81,100,2.06,CA,1696184120
565,howard springs,-12.497,131.047,26.95,81,36,1.32,AU,1696184209
566,yen bai,21.7,104.8667,24.8,93,28,0.82,VN,1696184209
567,lodwar,3.1191,35.5973,31.95,34,25,3.77,KE,1696184209
568,upper grand lagoon,30.1633,-85.7408,30.08,55,20,6.17,US,1696184209
569,oodweyne,9.4092,45.064,28.2,40,32,5.84,SO,1696184209
570,grand forks,47.9417,-97.4337,28.77,54,0,5.66,US,1696184210
571,edd,13.9297,41.6925,32.31,61,1,3.6,ER,1696184210
572,tianshui,34.5439,105.6897,12.4,86,100,1.38,CN,1696184210
573,illizi,26.4833,8.4667,33.89,13,2,3.89,DZ,1696184210
574,ulladulla,-35.35,150.4667,13.94,71,34,1.31,AU,1696184210
575,vershino-darasunskiy,52.35,115.5167,3.87,69,34,1.4,RU,1696184210
576,rouissat,31.9243,5.3502,29.04,28,0,4.12,DZ,1696184210
577,bonanza,14.0289,-84.591,33.51,47,46,2.02,NI,1696184211
578,rockland,41.1668,-74.0496,25.63,65,0,0.45,US,1696184211
579,sucua,-2.4667,-78.1667,31.41,45,40,1.54,EC,1696184211
580,mitchell,43.7094,-98.0298,31.99,40,0,6.17,US,1696184209
581,vila do maio,15.1333,-23.2167,30.44,79,78,5.8,CV,1696184211
582,balkanabat,39.5108,54.3671,22.98,19,1,2.38,TM,1696184211
583,alenquer,-1.9417,-54.7383,38.74,26,37,2.56,BR,1696184211
584,weno,7.4515,151.8468,26.97,83,75,2.57,FM,1696184211
585,cholul,21.0167,-89.2833,33.01,38,87,1.6,MX,1696184212
586,constitucion,-35.3333,-72.4167,13.86,71,93,3.16,CL,1696184212
587,pulsano,40.3821,17.3564,23.23,58,0,2.68,IT,1696184212
588,tomatlan,19.9333,-105.25,32.8,65,43,2.32,MX,1696184212
